ticker,as_of_dt,px_last,px_bid,px_ask,opt_implied_volatility_mid,opt_div_yield,opt_undl_px,opt_finance_rt,opt_strike_px,opt_put_call,opt_expire_dt
TSLA US 03/20/15 P205 Equity,8/25/2014,9.46,9.3,9.75,42.83868,0,262.91,0.3657481,205,Put,3/20/2015
TSLA US 03/20/15 P210 Equity,8/25/2014,12.6,10.5,11.25,42.68983,0,262.91,0.3657481,210,Put,3/20/2015
TSLA US 03/20/15 P215 Equity,8/25/2014,12.1,11.9,12.25,42.07856,0,262.91,0.3657481,215,Put,3/20/2015
TSLA US 03/20/15 P220 Equity,8/25/2014,13.75,13.4,13.65,41.72665,0,262.91,0.3657481,220,Put,3/20/2015
TSLA US 03/20/15 P225 Equity,8/25/2014,17.25,15,15.8,41.86505,0,262.91,0.3657481,225,Put,3/20/2015
TSLA US 03/20/15 P230 Equity,8/25/2014,17.25,16.75,17.25,41.38015,0,262.91,0.3657481,230,Put,3/20/2015
TSLA US 03/20/15 P235 Equity,8/25/2014,19.18,18.5,19.5,41.3164,0,262.91,0.3657481,235,Put,3/20/2015
TSLA US 03/20/15 P240 Equity,8/25/2014,21,20.65,21,40.76078,0,262.91,0.3657481,240,Put,3/20/2015
TSLA US 03/20/15 P245 Equity,8/25/2014,25.84,22.75,23.8,41.02491,0,262.91,0.3657481,245,Put,3/20/2015
TSLA US 03/20/15 P250 Equity,8/25/2014,25.5,25,25.9,40.67909,0,262.91,0.3657481,250,Put,3/20/2015
TSLA US 03/20/15 P255 Equity,8/25/2014,31.68,27.4,28.5,40.60212,0,262.91,0.3657481,255,Put,3/20/2015
TSLA US 03/20/15 P260 Equity,8/25/2014,30.25,30,30.9,40.36283,0,262.91,0.3657481,260,Put,3/20/2015
TSLA US 03/20/15 P265 Equity,8/25/2014,33.7,32.6,33.7,40.22481,0,262.91,0.3657481,265,Put,3/20/2015
TSLA US 03/20/15 P270 Equity,8/25/2014,40.4,35.55,36.1,39.88997,0,262.91,0.3657481,270,Put,3/20/2015
TSLA US 03/20/15 P275 Equity,8/25/2014,42.25,38.5,39.05,39.76521,0,262.91,0.3657481,275,Put,3/20/2015
TSLA US 03/20/15 P280 Equity,8/25/2014,46.62,41.4,42.1,39.64083,0,262.91,0.3657481,280,Put,3/20/2015
TSLA US 03/20/15 P285 Equity,8/25/2014,53.17,44.45,45.95,39.76691,0,262.91,0.3657481,285,Put,3/20/2015
TSLA US 03/20/15 P290 Equity,8/25/2014,59.95,47.7,49.35,39.6967,0,262.91,0.3657481,290,Put,3/20/2015
TSLA US 03/20/15 P295 Equity,8/25/2014,55.4,51.05,52.7,39.52389,0,262.91,0.3657481,295,Put,3/20/2015
TSLA US 03/20/15 P300 Equity,8/25/2014,55.94,54.7,56.3,39.58197,0,262.91,0.3657481,300,Put,3/20/2015
TSLA US 03/20/15 P305 Equity,8/25/2014,#N/A N/A,57.9,59.9,39.21046,0,262.91,0.3657481,305,Put,3/20/2015
TSLA US 03/20/15 P310 Equity,8/25/2014,#N/A N/A,61.55,63.6,39.08138,0,262.91,0.3657481,310,Put,3/20/2015
TSLA US 03/20/15 P315 Equity,8/25/2014,88.5,65.25,67.45,38.96813,0,262.91,0.3657481,315,Put,3/20/2015
TSLA US 03/20/15 P320 Equity,8/25/2014,#N/A N/A,68.95,71.5,38.87792,0,262.91,0.3657481,320,Put,3/20/2015
TSLA US 03/20/15 P325 Equity,8/25/2014,#N/A N/A,72.9,75.3,38.66771,0,262.91,0.3657481,325,Put,3/20/2015
TSLA US 03/20/15 P330 Equity,8/25/2014,#N/A N/A,76.75,79.5,38.56632,0,262.91,0.3657481,330,Put,3/20/2015
TSLA US 03/20/15 P335 Equity,8/25/2014,87.5,81.5,83.5,38.91604,0,262.91,0.3657481,335,Put,3/20/2015
TSLA US 03/20/15 P340 Equity,8/25/2014,121.15,85.2,87.7,38.4724,0,262.91,0.3657481,340,Put,3/20/2015
TSLA US 03/20/15 P345 Equity,8/25/2014,129.2,89.45,92.05,38.50325,0,262.91,0.3657481,345,Put,3/20/2015
TSLA US 03/20/15 P350 Equity,8/25/2014,101.25,94.25,96.3,38.8462,0,262.91,0.3657481,350,Put,3/20/2015
TSLA US 03/20/15 P355 Equity,8/25/2014,#N/A N/A,98.15,100.7,38.40915,0,262.91,0.3657481,355,Put,3/20/2015
TSLA US 03/20/15 P360 Equity,8/25/2014,118.55,102.6,105.05,38.33389,0,262.91,0.3657481,360,Put,3/20/2015
TSLA US 03/20/15 P365 Equity,8/25/2014,123.05,107.5,109.6,38.83667,0,262.91,0.3657481,365,Put,3/20/2015
TSLA US 03/20/15 P370 Equity,8/25/2014,#N/A N/A,111.65,114.05,38.3712,0,262.91,0.3657481,370,Put,3/20/2015
TSLA US 03/20/15 P375 Equity,8/25/2014,144.35,116,118.6,38.11292,0,262.91,0.3657481,375,Put,3/20/2015
TSLA US 03/20/15 P380 Equity,8/25/2014,134.7,120.6,123.15,38.04729,0,262.91,0.3657481,380,Put,3/20/2015
TSLA US 03/20/15 P385 Equity,8/25/2014,#N/A N/A,125.3,127.85,38.21327,0,262.91,0.3657481,385,Put,3/20/2015
TSLA US 03/20/15 P390 Equity,8/25/2014,#N/A N/A,130.05,132.5,38.31353,0,262.91,0.3657481,390,Put,3/20/2015
TSLA US 03/20/15 P395 Equity,8/25/2014,#N/A N/A,135.15,137.1,38.7654,0,262.91,0.3657481,395,Put,3/20/2015
TSLA US 03/20/15 P400 Equity,8/25/2014,#N/A N/A,139.8,141.8,38.66816,0,262.91,0.3657481,400,Put,3/20/2015
TSLA US 03/20/15 P405 Equity,8/25/2014,182.8,143.85,146.55,38.03547,0,262.91,0.3657481,405,Put,3/20/2015
TSLA US 03/20/15 P410 Equity,8/25/2014,#N/A N/A,149,151.25,38.57047,0,262.91,0.3657481,410,Put,3/20/2015
TSLA US 03/20/15 P415 Equity,8/25/2014,#N/A N/A,153.55,156.05,38.01924,0,262.91,0.3657481,415,Put,3/20/2015
TSLA US 03/20/15 P420 Equity,8/25/2014,183.55,158.85,160.95,39.15175,0,262.91,0.3657481,420,Put,3/20/2015
TSLA US 03/20/15 P425 Equity,8/25/2014,#N/A N/A,163.25,165.65,38.13626,0,262.91,0.3657481,425,Put,3/20/2015
TSLA US 03/20/15 P430 Equity,8/25/2014,#N/A N/A,167.65,170.6,37.42679,0,262.91,0.3657481,430,Put,3/20/2015
TSLA US 03/20/15 P435 Equity,8/25/2014,#N/A N/A,172.9,175.3,38.01316,0,262.91,0.3657481,435,Put,3/20/2015
TSLA US 03/20/15 P440 Equity,8/25/2014,#N/A N/A,177.65,180.2,37.83552,0,262.91,0.3657481,440,Put,3/20/2015
TSLA US 03/20/15 P445 Equity,8/25/2014,#N/A N/A,182.55,185.1,37.98033,0,262.91,0.3657481,445,Put,3/20/2015
TSLA US 03/20/15 P450 Equity,8/25/2014,#N/A N/A,187.15,189.9,36.85585,0,262.91,0.3657481,450,Put,3/20/2015
TSLA US 03/20/15 P455 Equity,8/25/2014,#N/A N/A,192.45,194.9,38.43926,0,262.91,0.3657481,455,Put,3/20/2015
TSLA US 03/20/15 P460 Equity,8/25/2014,#N/A N/A,197.3,199.7,37.96961,0,262.91,0.3657481,460,Put,3/20/2015
TSLA US 03/20/15 P465 Equity,8/25/2014,217.2,202.2,204.6,37.89799,0,262.91,0.3657481,465,Put,3/20/2015
TSLA US 03/20/15 P470 Equity,8/25/2014,#N/A N/A,206.95,209.6,37.55803,0,262.91,0.3657481,470,Put,3/20/2015
TSLA US 03/20/15 P475 Equity,8/25/2014,#N/A N/A,212.15,214.5,38.56036,0,262.91,0.3657481,475,Put,3/20/2015
TSLA US 03/20/15 P480 Equity,8/25/2014,221.2,217.4,219.45,39.90948,0,262.91,0.3657481,480,Put,3/20/2015
TSLA US 03/20/15 P485 Equity,8/25/2014,#N/A N/A,221.85,224.35,37.79796,0,262.91,0.3657481,485,Put,3/20/2015
TSLA US 03/20/15 P490 Equity,8/25/2014,234.5,227.1,229.35,39.56012,0,262.91,0.3657481,490,Put,3/20/2015
TSLA US 03/20/15 P495 Equity,8/25/2014,#N/A N/A,232.25,234.25,40.34932,0,262.91,0.3657481,495,Put,3/20/2015
TSLA US 03/20/15 P500 Equity,8/25/2014,#N/A N/A,237.1,239.1,39.85488,0,262.91,0.3657481,500,Put,3/20/2015
TSLA US 03/20/15 P505 Equity,8/25/2014,#N/A N/A,242.05,244.05,41.02067,0,262.91,0.3657481,505,Put,3/20/2015
TSLA US 03/20/15 P510 Equity,8/25/2014,#N/A N/A,246.65,249,39.3434,0,262.91,0.3657481,510,Put,3/20/2015
TSLA US 03/20/15 P515 Equity,8/25/2014,#N/A N/A,251.7,254,38.29792,0,262.91,0.3657481,515,Put,3/20/2015
TSLA US 03/20/15 P520 Equity,8/25/2014,#N/A N/A,256.85,258.95,39.52467,0,262.91,0.3657481,520,Put,3/20/2015
TSLA US 01/15/16 C12.5 Equity,8/25/2014,248,248.3,251.2,#N/A N/A,0,262.91,0.6273046,12.5,Call,1/15/2016
TSLA US 01/15/16 C15 Equity,8/25/2014,211.4,245.45,249.9,#N/A N/A,0,262.91,0.6281107,15,Call,1/15/2016
TSLA US 01/15/16 C17.5 Equity,8/25/2014,#N/A N/A,243.3,247.25,#N/A N/A,0,262.91,0.6279338,17.5,Call,1/15/2016
TSLA US 01/15/16 C20 Equity,8/25/2014,#N/A N/A,240.85,244.65,#N/A N/A,0,262.91,0.6281107,20,Call,1/15/2016
TSLA US 01/15/16 C22.5 Equity,8/25/2014,#N/A N/A,238.3,242.15,#N/A N/A,0,262.91,0.628091,22.5,Call,1/15/2016
TSLA US 01/15/16 C25 Equity,8/25/2014,#N/A N/A,235.8,239.65,#N/A N/A,0,262.91,0.6273046,25,Call,1/15/2016
TSLA US 01/15/16 C30 Equity,8/25/2014,#N/A N/A,230.8,234.65,#N/A N/A,0,262.91,0.6273046,30,Call,1/15/2016
TSLA US 01/15/16 C35 Equity,8/25/2014,#N/A N/A,225.85,229.65,#N/A N/A,0,262.91,0.6273046,35,Call,1/15/2016
TSLA US 01/15/16 C40 Equity,8/25/2014,#N/A N/A,220.8,224.75,#N/A N/A,0,262.91,0.6273046,40,Call,1/15/2016
TSLA US 01/15/16 C45 Equity,8/25/2014,#N/A N/A,215.8,219.05,#N/A N/A,0,262.91,0.6273046,45,Call,1/15/2016
TSLA US 01/15/16 C50 Equity,8/25/2014,209.5,210.8,214.1,#N/A N/A,0,262.91,0.6273046,50,Call,1/15/2016
TSLA US 01/15/16 C55 Equity,8/25/2014,#N/A N/A,205.8,208.7,#N/A N/A,0,262.91,0.6273046,55,Call,1/15/2016
TSLA US 01/15/16 C60 Equity,8/25/2014,162.1,200.8,204.75,#N/A N/A,0,262.91,0.6273046,60,Call,1/15/2016
TSLA US 01/15/16 C65 Equity,8/25/2014,#N/A N/A,195.7,199.75,#N/A N/A,0,262.91,0.6273046,65,Call,1/15/2016
TSLA US 01/15/16 C70 Equity,8/25/2014,188,190.75,194.75,#N/A N/A,0,262.91,0.6273046,70,Call,1/15/2016
TSLA US 01/15/16 C75 Equity,8/25/2014,#N/A N/A,186,189.75,#N/A N/A,0,262.91,0.6271472,75,Call,1/15/2016
TSLA US 01/15/16 C80 Equity,8/25/2014,167.71,181,184.75,#N/A N/A,0,262.91,0.6271472,80,Call,1/15/2016
TSLA US 01/15/16 C85 Equity,8/25/2014,#N/A N/A,176.55,179.65,52.40566,0,262.91,0.6271472,85,Call,1/15/2016
TSLA US 01/15/16 C90 Equity,8/25/2014,#N/A N/A,171.7,174.3,48.34011,0,262.91,0.6271472,90,Call,1/15/2016
TSLA US 01/15/16 C95 Equity,8/25/2014,123.15,166.85,169.9,50.41485,0,262.91,0.6271472,95,Call,1/15/2016
TSLA US 01/15/16 C100 Equity,8/25/2014,161.15,162.8,165,51.7101,0,262.91,0.6271472,100,Call,1/15/2016
TSLA US 01/15/16 C105 Equity,8/25/2014,#N/A N/A,157.3,160.4,49.04087,0,262.91,0.6271472,105,Call,1/15/2016
TSLA US 01/15/16 C110 Equity,8/25/2014,139.89,152.75,155.85,49.10609,0,262.91,0.6271472,110,Call,1/15/2016
TSLA US 01/15/16 C115 Equity,8/25/2014,136.21,148,150.65,46.98098,0,262.91,0.6271472,115,Call,1/15/2016
TSLA US 01/15/16 C120 Equity,8/25/2014,143.8,143.55,146.1,46.87044,0,262.91,0.6279338,120,Call,1/15/2016
TSLA US 01/15/16 C125 Equity,8/25/2014,140,138.95,141,45.27187,0,262.91,0.6279338,125,Call,1/15/2016
TSLA US 01/15/16 C130 Equity,8/25/2014,133.5,134.55,136.95,45.7101,0,262.91,0.6279338,130,Call,1/15/2016
TSLA US 01/15/16 C135 Equity,8/25/2014,124.1,130.15,132.7,45.51703,0,262.91,0.6279338,135,Call,1/15/2016
TSLA US 01/15/16 C140 Equity,8/25/2014,124,125.7,128.05,44.58384,0,262.91,0.6271472,140,Call,1/15/2016
TSLA US 01/15/16 C145 Equity,8/25/2014,123.05,121.65,123.85,44.56159,0,262.91,0.6271472,145,Call,1/15/2016
TSLA US 01/15/16 C150 Equity,8/25/2014,118.44,117.35,119.65,44.09041,0,262.91,0.6271472,150,Call,1/15/2016
TSLA US 01/15/16 C155 Equity,8/25/2014,105.45,113.3,115.65,43.93543,0,262.91,0.6271472,155,Call,1/15/2016
TSLA US 01/15/16 C160 Equity,8/25/2014,113.59,109.45,111.65,43.79477,0,262.91,0.6271472,160,Call,1/15/2016
TSLA US 01/15/16 C165 Equity,8/25/2014,110.2,105.5,107.85,43.60492,0,262.91,0.628091,165,Call,1/15/2016
TSLA US 01/15/16 C170 Equity,8/25/2014,105.8,101.8,104.1,43.51566,0,262.91,0.628091,170,Call,1/15/2016
TSLA US 01/15/16 C175 Equity,8/25/2014,101.8,97.9,100.35,43.15203,0,262.91,0.628091,175,Call,1/15/2016
TSLA US 01/15/16 C180 Equity,8/25/2014,90,94.35,96.8,43.02974,0,262.91,0.628091,180,Call,1/15/2016
TSLA US 01/15/16 C185 Equity,8/25/2014,91.99,90.95,93.3,42.94897,0,262.91,0.6273046,185,Call,1/15/2016
TSLA US 01/15/16 C190 Equity,8/25/2014,85.24,87.4,89.9,42.72825,0,262.91,0.6273046,190,Call,1/15/2016
TSLA US 01/15/16 C195 Equity,8/25/2014,83.2,84.2,86.5,42.61528,0,262.91,0.6273046,195,Call,1/15/2016
TSLA US 01/15/16 C200 Equity,8/25/2014,82,80.8,83,42.23255,0,262.91,0.6273046,200,Call,1/15/2016
TSLA US 01/15/16 C205 Equity,8/25/2014,79,77.65,80.15,42.26282,0,262.91,0.6282877,205,Call,1/15/2016
TSLA US 01/15/16 C210 Equity,8/25/2014,69.58,74.65,77,42.10811,0,262.91,0.6282877,210,Call,1/15/2016
TSLA US 01/15/16 C215 Equity,8/25/2014,69.41,71.7,74.15,42.04371,0,262.91,0.6282877,215,Call,1/15/2016
TSLA US 01/15/16 C220 Equity,8/25/2014,70,68.85,70.75,41.67133,0,262.91,0.6282877,220,Call,1/15/2016
TSLA US 01/15/16 C225 Equity,8/25/2014,65.75,65.95,68,41.51643,0,262.91,0.6282877,225,Call,1/15/2016
TSLA US 01/15/16 C230 Equity,8/25/2014,59.95,63.2,65.85,41.63297,0,262.91,0.6282877,230,Call,1/15/2016
TSLA US 01/15/16 C235 Equity,8/25/2014,61.5,60.5,62.7,41.23079,0,262.91,0.6282877,235,Call,1/15/2016
TSLA US 01/15/16 C240 Equity,8/25/2014,59.32,58.05,60.45,41.27945,0,262.91,0.6282877,240,Call,1/15/2016
TSLA US 01/15/16 C245 Equity,8/25/2014,59.75,55.6,58.1,41.20713,0,262.91,0.6282877,245,Call,1/15/2016
TSLA US 01/15/16 C250 Equity,8/25/2014,54.95,53.2,55.8,41.1078,0,262.91,0.6273046,250,Call,1/15/2016
TSLA US 01/15/16 C255 Equity,8/25/2014,52.39,50.9,53.45,40.96267,0,262.91,0.6273046,255,Call,1/15/2016
TSLA US 01/15/16 C260 Equity,8/25/2014,50.15,48.7,50.5,40.55881,0,262.91,0.6273046,260,Call,1/15/2016
TSLA US 01/15/16 C270 Equity,8/25/2014,45.96,44.5,47,40.61052,0,262.91,0.6273046,270,Call,1/15/2016
TSLA US 01/15/16 C280 Equity,8/25/2014,42,41.5,42.75,40.55903,0,262.91,0.6279338,280,Call,1/15/2016
TSLA US 01/15/16 C290 Equity,8/25/2014,38.5,36.95,39.5,40.17558,0,262.91,0.6279338,290,Call,1/15/2016
TSLA US 01/15/16 C300 Equity,8/25/2014,34.75,34.05,35.9,40.07455,0,262.91,0.6279338,300,Call,1/15/2016
TSLA US 01/15/16 C310 Equity,8/25/2014,32.15,31,33.05,39.99364,0,262.91,0.6279338,310,Call,1/15/2016
TSLA US 01/15/16 C320 Equity,8/25/2014,29.11,28.15,30.2,39.80495,0,262.91,0.628091,320,Call,1/15/2016
TSLA US 01/15/16 C330 Equity,8/25/2014,27.07,25.6,27.7,39.70607,0,262.91,0.628091,330,Call,1/15/2016
TSLA US 01/15/16 C340 Equity,8/25/2014,24,23.2,25.3,39.54123,0,262.91,0.628091,340,Call,1/15/2016
TSLA US 01/15/16 C350 Equity,8/25/2014,21.94,21.9,23,39.73833,0,262.91,0.628091,350,Call,1/15/2016
TSLA US 01/15/16 C360 Equity,8/25/2014,17.5,19.05,21.2,39.31608,0,262.91,0.6271472,360,Call,1/15/2016
TSLA US 01/15/16 C370 Equity,8/25/2014,17,17.3,19.35,39.21494,0,262.91,0.6279338,370,Call,1/15/2016
TSLA US 01/15/16 C380 Equity,8/25/2014,13.92,15.5,17.65,39.0164,0,262.91,0.6273046,380,Call,1/15/2016
TSLA US 01/15/16 C390 Equity,8/25/2014,13,14.1,16.15,38.97351,0,262.91,0.6282877,390,Call,1/15/2016
TSLA US 01/15/16 C395 Equity,8/25/2014,13.65,13.4,15.3,38.85138,0,262.91,0.6271472,395,Call,1/15/2016
TSLA US 01/15/16 C400 Equity,8/25/2014,14.1,14.1,14.5,39.45109,0,262.91,0.6279338,400,Call,1/15/2016
TSLA US 01/15/16 C405 Equity,8/25/2014,12.45,12.15,14.1,38.85044,0,262.91,0.6273046,405,Call,1/15/2016
TSLA US 01/15/16 C410 Equity,8/25/2014,11.48,11.5,13.45,38.76518,0,262.91,0.6282877,410,Call,1/15/2016
TSLA US 01/15/16 C415 Equity,8/25/2014,11.4,11,12.85,38.75828,0,262.91,0.6273046,415,Call,1/15/2016
TSLA US 01/15/16 C420 Equity,8/25/2014,11.4,10.45,12.3,38.72486,0,262.91,0.6284844,420,Call,1/15/2016
TSLA US 01/15/16 C430 Equity,8/25/2014,12.69,9.35,11.2,38.57024,0,262.91,0.6284844,430,Call,1/15/2016
TSLA US 01/15/16 C440 Equity,8/25/2014,9.65,8.45,10.25,38.51554,0,262.91,0.6284844,440,Call,1/15/2016
TSLA US 01/15/16 C450 Equity,8/25/2014,8.8,7.65,9.45,38.51948,0,262.91,0.6284844,450,Call,1/15/2016
TSLA US 01/15/16 C460 Equity,8/25/2014,8.5,6.75,8.55,38.2859,0,262.91,0.6284844,460,Call,1/15/2016
TSLA US 01/15/16 C470 Equity,8/25/2014,6,6.25,7.8,38.33369,0,262.91,0.6284844,470,Call,1/15/2016
TSLA US 01/15/16 C480 Equity,8/25/2014,6.8,6,7.35,38.71621,0,262.91,0.6284844,480,Call,1/15/2016
TSLA US 01/15/16 C490 Equity,8/25/2014,5.1,5.15,6.55,38.29341,0,262.91,0.6284844,490,Call,1/15/2016
TSLA US 01/15/16 C500 Equity,8/25/2014,5.25,4.65,6,38.24809,0,262.91,0.6284844,500,Call,1/15/2016
TSLA US 01/15/16 C510 Equity,8/25/2014,4.5,4.1,5.6,38.21116,0,262.91,0.6284844,510,Call,1/15/2016
TSLA US 01/15/16 C520 Equity,8/25/2014,3.95,4.2,5.05,38.56578,0,262.91,0.628091,520,Call,1/15/2016
TSLA US 01/15/16 P12.5 Equity,8/25/2014,0.11,0.05,0.09,97.08706,0,262.91,0.6271472,12.5,Put,1/15/2016
TSLA US 01/15/16 P15 Equity,8/25/2014,0.05,#N/A N/A,0.19,101.9986,0,262.91,0.6282877,15,Put,1/15/2016
TSLA US 01/15/16 P17.5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.19,96.04052,0,262.91,0.6284844,17.5,Put,1/15/2016
TSLA US 01/15/16 P20 Equity,8/25/2014,0.13,0.07,0.13,84.33512,0,262.91,0.628091,20,Put,1/15/2016
TSLA US 01/15/16 P22.5 Equity,8/25/2014,0.22,#N/A N/A,0.2,87.10685,0,262.91,0.6271472,22.5,Put,1/15/2016
TSLA US 01/15/16 P25 Equity,8/25/2014,0.22,0.1,0.19,79.99745,0,262.91,0.6271472,25,Put,1/15/2016
TSLA US 01/15/16 P30 Equity,8/25/2014,0.25,0.12,0.24,75.49025,0,262.91,0.6279338,30,Put,1/15/2016
TSLA US 01/15/16 P35 Equity,8/25/2014,0.32,#N/A N/A,0.36,76.54673,0,262.91,0.628091,35,Put,1/15/2016
TSLA US 01/15/16 P40 Equity,8/25/2014,0.45,0.2,0.46,70.53246,0,262.91,0.6271472,40,Put,1/15/2016
TSLA US 01/15/16 P45 Equity,8/25/2014,0.4,#N/A N/A,0.52,70.46989,0,262.91,0.6271472,45,Put,1/15/2016
TSLA US 01/15/16 P50 Equity,8/25/2014,0.65,0.36,0.58,65.28291,0,262.91,0.6279338,50,Put,1/15/2016
TSLA US 01/15/16 P55 Equity,8/25/2014,0.45,0.21,0.65,60.78194,0,262.91,0.6273046,55,Put,1/15/2016
TSLA US 01/15/16 P60 Equity,8/25/2014,1,0.4,0.76,60.0326,0,262.91,0.6282877,60,Put,1/15/2016
TSLA US 01/15/16 P65 Equity,8/25/2014,0.91,0.48,0.87,58.1992,0,262.91,0.6273046,65,Put,1/15/2016
TSLA US 01/15/16 P70 Equity,8/25/2014,1,0.57,1,56.55358,0,262.91,0.628091,70,Put,1/15/2016
TSLA US 01/15/16 P75 Equity,8/25/2014,1,1,1.15,56.64187,0,262.91,0.6273046,75,Put,1/15/2016
TSLA US 01/15/16 P80 Equity,8/25/2014,1.11,1,1.33,54.63723,0,262.91,0.6282877,80,Put,1/15/2016
TSLA US 01/15/16 P85 Equity,8/25/2014,2.06,0.97,1.54,52.71023,0,262.91,0.6273046,85,Put,1/15/2016
TSLA US 01/15/16 P90 Equity,8/25/2014,1.45,1.38,1.78,52.43371,0,262.91,0.628091,90,Put,1/15/2016
TSLA US 01/15/16 P95 Equity,8/25/2014,2.53,1.55,2.05,51.28471,0,262.91,0.6271472,95,Put,1/15/2016
TSLA US 01/15/16 P100 Equity,8/25/2014,2.2,2.07,2.25,50.78888,0,262.91,0.6271472,100,Put,1/15/2016
TSLA US 01/15/16 P105 Equity,8/25/2014,2.65,2.21,2.67,49.75314,0,262.91,0.6284844,105,Put,1/15/2016
TSLA US 01/15/16 P110 Equity,8/25/2014,3.33,2.69,3.15,49.45768,0,262.91,0.628091,110,Put,1/15/2016
TSLA US 01/15/16 P115 Equity,8/25/2014,3.4,2.94,3.4,48.14191,0,262.91,0.6271472,115,Put,1/15/2016
TSLA US 01/15/16 P120 Equity,8/25/2014,3.9,3.5,3.9,47.74769,0,262.91,0.6271472,120,Put,1/15/2016
TSLA US 01/15/16 P125 Equity,8/25/2014,4.3,3.95,4.5,47.18649,0,262.91,0.6279338,125,Put,1/15/2016
TSLA US 01/15/16 P130 Equity,8/25/2014,5.05,4.5,5.45,47.10889,0,262.91,0.6273046,130,Put,1/15/2016
TSLA US 01/15/16 P135 Equity,8/25/2014,6.3,5.2,6.15,46.72199,0,262.91,0.6271472,135,Put,1/15/2016
TSLA US 01/15/16 P140 Equity,8/25/2014,6.3,6,6.9,46.37419,0,262.91,0.6271472,140,Put,1/15/2016
TSLA US 01/15/16 P145 Equity,8/25/2014,7.3,6.9,7.5,45.84869,0,262.91,0.6279338,145,Put,1/15/2016
TSLA US 01/15/16 P150 Equity,8/25/2014,8,7.8,8.2,45.32387,0,262.91,0.6273046,150,Put,1/15/2016
TSLA US 01/15/16 P155 Equity,8/25/2014,9,8.75,9.65,45.42025,0,262.91,0.6282877,155,Put,1/15/2016
TSLA US 01/15/16 P160 Equity,8/25/2014,9.96,9.8,10.6,45.02169,0,262.91,0.6273046,160,Put,1/15/2016
TSLA US 01/15/16 P165 Equity,8/25/2014,10.7,10.7,12,44.75815,0,262.91,0.628091,165,Put,1/15/2016
TSLA US 01/15/16 P170 Equity,8/25/2014,13.4,12.15,13.15,44.6068,0,262.91,0.6273046,170,Put,1/15/2016
TSLA US 01/15/16 P175 Equity,8/25/2014,15.05,13.5,14.6,44.47911,0,262.91,0.6282877,175,Put,1/15/2016
TSLA US 01/15/16 P180 Equity,8/25/2014,15.2,14.55,15.7,43.81135,0,262.91,0.6273046,180,Put,1/15/2016
TSLA US 01/15/16 P185 Equity,8/25/2014,17.9,16,17.5,43.77812,0,262.91,0.628091,185,Put,1/15/2016
TSLA US 01/15/16 P190 Equity,8/25/2014,18,17.55,19.15,43.60344,0,262.91,0.6273046,190,Put,1/15/2016
TSLA US 01/15/16 P195 Equity,8/25/2014,20.73,19.25,20.7,43.36291,0,262.91,0.6273046,195,Put,1/15/2016
TSLA US 01/15/16 P200 Equity,8/25/2014,22.5,21.3,22.5,43.36874,0,262.91,0.6273046,200,Put,1/15/2016
TSLA US 01/15/16 P205 Equity,8/25/2014,25.8,22.7,24.45,43.00718,0,262.91,0.628091,205,Put,1/15/2016
TSLA US 01/15/16 P210 Equity,8/25/2014,28,24.6,26.35,42.80629,0,262.91,0.6273046,210,Put,1/15/2016
TSLA US 01/15/16 P215 Equity,8/25/2014,29.64,26.6,28.4,42.65099,0,262.91,0.6284844,215,Put,1/15/2016
TSLA US 01/15/16 P220 Equity,8/25/2014,28.45,28.7,30.4,42.44034,0,262.91,0.6273046,220,Put,1/15/2016
TSLA US 01/15/16 P225 Equity,8/25/2014,34,30.95,32.6,42.36211,0,262.91,0.628091,225,Put,1/15/2016
TSLA US 01/15/16 P230 Equity,8/25/2014,34,33.1,34.55,41.96305,0,262.91,0.6273046,230,Put,1/15/2016
TSLA US 01/15/16 P235 Equity,8/25/2014,38.84,35.55,37.35,42.06483,0,262.91,0.6284844,235,Put,1/15/2016
TSLA US 01/15/16 P240 Equity,8/25/2014,38.7,38.3,39.6,41.97518,0,262.91,0.628091,240,Put,1/15/2016
TSLA US 01/15/16 P245 Equity,8/25/2014,41,40.45,42.35,41.77536,0,262.91,0.628091,245,Put,1/15/2016
TSLA US 01/15/16 P250 Equity,8/25/2014,44.2,43.35,44.85,41.72018,0,262.91,0.6273046,250,Put,1/15/2016
TSLA US 01/15/16 P255 Equity,8/25/2014,49.25,46,47.65,41.62343,0,262.91,0.6284844,255,Put,1/15/2016
TSLA US 01/15/16 P260 Equity,8/25/2014,52,48.5,50.4,41.37882,0,262.91,0.628091,260,Put,1/15/2016
TSLA US 01/15/16 P270 Equity,8/25/2014,55.5,54.5,56.25,41.27612,0,262.91,0.628091,270,Put,1/15/2016
TSLA US 01/15/16 P280 Equity,8/25/2014,63.99,60.45,62.4,41.04261,0,262.91,0.6273046,280,Put,1/15/2016
TSLA US 01/15/16 P290 Equity,8/25/2014,72.6,66.45,68.8,40.71301,0,262.91,0.6284844,290,Put,1/15/2016
TSLA US 01/15/16 P300 Equity,8/25/2014,74.26,72.95,75.4,40.46112,0,262.91,0.6284844,300,Put,1/15/2016
TSLA US 01/15/16 P310 Equity,8/25/2014,87.3,80.05,82.35,40.40022,0,262.91,0.6284844,310,Put,1/15/2016
TSLA US 01/15/16 P320 Equity,8/25/2014,91.3,86.95,89.55,40.17199,0,262.91,0.628091,320,Put,1/15/2016
