ticker,as_of_dt,px_last,px_bid,px_ask,opt_implied_volatility_mid,opt_div_yield,opt_undl_px,opt_finance_rt,opt_strike_px,opt_put_call,opt_expire_dt
TSLA US 12/20/14 P435 Equity,8/25/2014,#N/A N/A,171.55,173.35,38.81862,0,262.91,0.2658532,435,Put,12/20/2014
TSLA US 12/20/14 P440 Equity,8/25/2014,#N/A N/A,176.3,178.65,40.07979,0,262.91,0.2658532,440,Put,12/20/2014
TSLA US 12/20/14 P445 Equity,8/25/2014,185.1,181.5,183.15,37.53262,0,262.91,0.2658532,445,Put,12/20/2014
TSLA US 12/20/14 P450 Equity,8/25/2014,#N/A N/A,186.4,188.25,38.31059,0,262.91,0.2658532,450,Put,12/20/2014
TSLA US 12/20/14 P455 Equity,8/25/2014,#N/A N/A,191.15,193.45,38.31952,0,262.91,0.2658532,455,Put,12/20/2014
TSLA US 12/20/14 P460 Equity,8/25/2014,#N/A N/A,196.35,198.2,38.21573,0,262.91,0.2658532,460,Put,12/20/2014
TSLA US 12/20/14 P465 Equity,8/25/2014,#N/A N/A,201.45,203.3,41.88894,0,262.91,0.2658532,465,Put,12/20/2014
TSLA US 12/20/14 P470 Equity,8/25/2014,#N/A N/A,206.4,208.2,40.5762,0,262.91,0.2658532,470,Put,12/20/2014
TSLA US 12/20/14 P475 Equity,8/25/2014,#N/A N/A,211.3,213.15,38.27133,0,262.91,0.2658532,475,Put,12/20/2014
TSLA US 12/20/14 P480 Equity,8/25/2014,#N/A N/A,216.4,218.25,42.7797,0,262.91,0.2658532,480,Put,12/20/2014
TSLA US 12/20/14 P485 Equity,8/25/2014,#N/A N/A,221.3,223.1,40.93714,0,262.91,0.2658532,485,Put,12/20/2014
TSLA US 12/20/14 P490 Equity,8/25/2014,#N/A N/A,226.5,228.2,41.59816,0,262.91,0.2658532,490,Put,12/20/2014
TSLA US 12/20/14 P495 Equity,8/25/2014,#N/A N/A,230.7,233.8,39.86253,0,262.91,0.2658532,495,Put,12/20/2014
TSLA US 12/20/14 P500 Equity,8/25/2014,#N/A N/A,236.25,238.1,40.55219,0,262.91,0.2658532,500,Put,12/20/2014
TSLA US 12/20/14 P505 Equity,8/25/2014,#N/A N/A,241.35,243.2,#N/A N/A,0,262.91,0.2658532,505,Put,12/20/2014
TSLA US 01/17/15 C10 Equity,8/25/2014,221.8,250.7,253.9,#N/A N/A,0,262.91,0.2944665,10,Call,1/17/2015
TSLA US 01/17/15 C12.5 Equity,8/25/2014,#N/A N/A,248.35,251.4,#N/A N/A,0,262.91,0.2944665,12.5,Call,1/17/2015
TSLA US 01/17/15 C15 Equity,8/25/2014,#N/A N/A,245.8,248.9,#N/A N/A,0,262.91,0.2944665,15,Call,1/17/2015
TSLA US 01/17/15 C18 Equity,8/25/2014,#N/A N/A,243,245.95,#N/A N/A,0,262.91,0.2944665,18,Call,1/17/2015
TSLA US 01/17/15 C20 Equity,8/25/2014,232.5,240.85,243.9,#N/A N/A,0,262.91,0.2944665,20,Call,1/17/2015
TSLA US 01/17/15 C23 Equity,8/25/2014,205.35,237.7,241.1,#N/A N/A,0,262.91,0.2944665,23,Call,1/17/2015
TSLA US 01/17/15 C25 Equity,8/25/2014,200.5,235.8,239,#N/A N/A,0,262.91,0.2944665,25,Call,1/17/2015
TSLA US 01/17/15 C28 Equity,8/25/2014,#N/A N/A,232.85,235.9,#N/A N/A,0,262.91,0.2944665,28,Call,1/17/2015
TSLA US 01/17/15 C30 Equity,8/25/2014,#N/A N/A,230.8,234,#N/A N/A,0,262.91,0.2944665,30,Call,1/17/2015
TSLA US 01/17/15 C32 Equity,8/25/2014,#N/A N/A,228.85,231.9,#N/A N/A,0,262.91,0.2944665,32,Call,1/17/2015
TSLA US 01/17/15 C35 Equity,8/25/2014,193.81,225.8,229,#N/A N/A,0,262.91,0.2944665,35,Call,1/17/2015
TSLA US 01/17/15 C37 Equity,8/25/2014,#N/A N/A,223.85,226.9,#N/A N/A,0,262.91,0.2944665,37,Call,1/17/2015
TSLA US 01/17/15 C40 Equity,8/25/2014,#N/A N/A,220.85,223.9,#N/A N/A,0,262.91,0.2944665,40,Call,1/17/2015
TSLA US 01/17/15 C42 Equity,8/25/2014,#N/A N/A,218.85,222.05,#N/A N/A,0,262.91,0.2944665,42,Call,1/17/2015
TSLA US 01/17/15 C45 Equity,8/25/2014,#N/A N/A,215.95,219.1,#N/A N/A,0,262.91,0.2944665,45,Call,1/17/2015
TSLA US 01/17/15 C47 Equity,8/25/2014,#N/A N/A,213.8,217.2,#N/A N/A,0,262.91,0.2944665,47,Call,1/17/2015
TSLA US 01/17/15 C50 Equity,8/25/2014,208.76,210.95,213.2,#N/A N/A,0,262.91,0.2944665,50,Call,1/17/2015
TSLA US 01/17/15 C52.5 Equity,8/25/2014,#N/A N/A,208.4,211.8,#N/A N/A,0,262.91,0.2944665,52.5,Call,1/17/2015
TSLA US 01/17/15 C55 Equity,8/25/2014,207,205.95,208.2,#N/A N/A,0,262.91,0.2944665,55,Call,1/17/2015
TSLA US 01/17/15 C57.5 Equity,8/25/2014,#N/A N/A,203.7,205.9,#N/A N/A,0,262.91,0.2944665,57.5,Call,1/17/2015
TSLA US 01/17/15 C60 Equity,8/25/2014,193,200.95,203.95,#N/A N/A,0,262.91,0.2944665,60,Call,1/17/2015
TSLA US 01/17/15 C62.5 Equity,8/25/2014,186.41,198.35,201.75,#N/A N/A,0,262.91,0.2944665,62.5,Call,1/17/2015
TSLA US 01/17/15 C65 Equity,8/25/2014,200.46,195.95,199.2,#N/A N/A,0,262.91,0.2944665,65,Call,1/17/2015
TSLA US 01/17/15 C67.5 Equity,8/25/2014,#N/A N/A,193.35,196.7,#N/A N/A,0,262.91,0.2944665,67.5,Call,1/17/2015
TSLA US 01/17/15 C70 Equity,8/25/2014,187.9,190.85,194.2,#N/A N/A,0,262.91,0.2944665,70,Call,1/17/2015
TSLA US 01/17/15 C72.5 Equity,8/25/2014,#N/A N/A,188.3,191.65,#N/A N/A,0,262.91,0.2944665,72.5,Call,1/17/2015
TSLA US 01/17/15 C75 Equity,8/25/2014,#N/A N/A,185.85,189.2,#N/A N/A,0,262.91,0.2944665,75,Call,1/17/2015
TSLA US 01/17/15 C77.5 Equity,8/25/2014,#N/A N/A,183.3,186.65,#N/A N/A,0,262.91,0.2944665,77.5,Call,1/17/2015
TSLA US 01/17/15 C80 Equity,8/25/2014,184.35,180.85,184.1,#N/A N/A,0,262.91,0.2944665,80,Call,1/17/2015
TSLA US 01/17/15 C82.5 Equity,8/25/2014,#N/A N/A,178.35,181,#N/A N/A,0,262.91,0.2944665,82.5,Call,1/17/2015
TSLA US 01/17/15 C85 Equity,8/25/2014,160,175.8,178.55,#N/A N/A,0,262.91,0.2944665,85,Call,1/17/2015
TSLA US 01/17/15 C87.5 Equity,8/25/2014,#N/A N/A,173.35,176.05,#N/A N/A,0,262.91,0.2944665,87.5,Call,1/17/2015
TSLA US 01/17/15 C90 Equity,8/25/2014,145,170.8,174.2,#N/A N/A,0,262.91,0.2944665,90,Call,1/17/2015
TSLA US 01/17/15 C92.5 Equity,8/25/2014,#N/A N/A,168.25,171.25,#N/A N/A,0,262.91,0.2944665,92.5,Call,1/17/2015
TSLA US 01/17/15 C95 Equity,8/25/2014,135.23,165.8,169.25,#N/A N/A,0,262.91,0.2944665,95,Call,1/17/2015
TSLA US 01/17/15 C97.5 Equity,8/25/2014,#N/A N/A,163.3,166.2,#N/A N/A,0,262.91,0.2944665,97.5,Call,1/17/2015
TSLA US 01/17/15 C100 Equity,8/25/2014,154,160.8,163.8,#N/A N/A,0,262.91,0.2944665,100,Call,1/17/2015
TSLA US 01/17/15 C105 Equity,8/25/2014,144.45,155.85,158.8,#N/A N/A,0,262.91,0.2944665,105,Call,1/17/2015
TSLA US 01/17/15 C110 Equity,8/25/2014,148.25,150.85,153.6,#N/A N/A,0,262.91,0.2944665,110,Call,1/17/2015
TSLA US 01/17/15 C115 Equity,8/25/2014,143.75,145.85,148.85,#N/A N/A,0,262.91,0.2944665,115,Call,1/17/2015
TSLA US 01/17/15 C120 Equity,8/25/2014,134.44,140.9,143.85,#N/A N/A,0,262.91,0.2944665,120,Call,1/17/2015
TSLA US 01/17/15 C125 Equity,8/25/2014,130,137.8,138.75,60.08409,0,262.91,0.2944665,125,Call,1/17/2015
TSLA US 01/17/15 C130 Equity,8/25/2014,132,131.9,133.55,#N/A N/A,0,262.91,0.2944665,130,Call,1/17/2015
TSLA US 01/17/15 C135 Equity,8/25/2014,125.55,127,128.85,44.48448,0,262.91,0.2944665,135,Call,1/17/2015
TSLA US 01/17/15 C140 Equity,8/25/2014,120.65,122.05,123.65,#N/A N/A,0,262.91,0.2944665,140,Call,1/17/2015
TSLA US 01/17/15 C145 Equity,8/25/2014,122,117.15,119,45.30629,0,262.91,0.2944665,145,Call,1/17/2015
TSLA US 01/17/15 C150 Equity,8/25/2014,112.44,112.25,114.45,47.47087,0,262.91,0.2944665,150,Call,1/17/2015
TSLA US 01/17/15 C155 Equity,8/25/2014,101.07,107.6,109.15,45.33524,0,262.91,0.2944665,155,Call,1/17/2015
TSLA US 01/17/15 C160 Equity,8/25/2014,102.6,102.5,104.4,43.77764,0,262.91,0.2944665,160,Call,1/17/2015
TSLA US 01/17/15 C165 Equity,8/25/2014,96.95,97.8,99.5,43.3208,0,262.91,0.2944665,165,Call,1/17/2015
TSLA US 01/17/15 C170 Equity,8/25/2014,94.6,93,94.8,42.90257,0,262.91,0.2944665,170,Call,1/17/2015
TSLA US 01/17/15 C175 Equity,8/25/2014,83.6,89,90.1,44.92682,0,262.91,0.2944665,175,Call,1/17/2015
TSLA US 01/17/15 C180 Equity,8/25/2014,84.25,83.8,85.55,41.89252,0,262.91,0.2944665,180,Call,1/17/2015
TSLA US 01/17/15 C185 Equity,8/25/2014,72.9,79.2,81.3,42.68508,0,262.91,0.2944665,185,Call,1/17/2015
TSLA US 01/17/15 C190 Equity,8/25/2014,75.7,74.75,76.55,41.7353,0,262.91,0.2944665,190,Call,1/17/2015
TSLA US 01/17/15 C195 Equity,8/25/2014,68.35,70.35,72.2,41.40013,0,262.91,0.2944665,195,Call,1/17/2015
TSLA US 01/17/15 C200 Equity,8/25/2014,67.5,66.1,67.7,40.37939,0,262.91,0.2944665,200,Call,1/17/2015
TSLA US 01/17/15 C205 Equity,8/25/2014,56.19,61.95,63.8,40.88768,0,262.91,0.2944665,205,Call,1/17/2015
TSLA US 01/17/15 C210 Equity,8/25/2014,58,57.9,59.7,40.5228,0,262.91,0.2944665,210,Call,1/17/2015
TSLA US 01/17/15 C215 Equity,8/25/2014,55.25,54,55.75,40.23468,0,262.91,0.2944665,215,Call,1/17/2015
TSLA US 01/17/15 C220 Equity,8/25/2014,51,50.15,51.95,39.88771,0,262.91,0.2944665,220,Call,1/17/2015
TSLA US 01/17/15 C225 Equity,8/25/2014,43,47.15,48.05,40.0652,0,262.91,0.2944665,225,Call,1/17/2015
TSLA US 01/17/15 C230 Equity,8/25/2014,43.45,43.95,44.45,39.98843,0,262.91,0.2944665,230,Call,1/17/2015
TSLA US 01/17/15 C235 Equity,8/25/2014,39.7,40.65,41.35,40.14477,0,262.91,0.2944665,235,Call,1/17/2015
TSLA US 01/17/15 C240 Equity,8/25/2014,37,37.55,38,39.7463,0,262.91,0.2944665,240,Call,1/17/2015
TSLA US 01/17/15 C245 Equity,8/25/2014,34.85,34.5,35,39.44715,0,262.91,0.2944665,245,Call,1/17/2015
TSLA US 01/17/15 C250 Equity,8/25/2014,31.9,31.65,32.05,39.25538,0,262.91,0.2944665,250,Call,1/17/2015
TSLA US 01/17/15 C255 Equity,8/25/2014,29.25,29,29.4,38.89204,0,262.91,0.2944665,255,Call,1/17/2015
TSLA US 01/17/15 C260 Equity,8/25/2014,26.1,26.15,26.75,38.5138,0,262.91,0.2944665,260,Call,1/17/2015
TSLA US 01/17/15 C265 Equity,8/25/2014,24.25,24.15,24.4,38.67205,0,262.91,0.2944665,265,Call,1/17/2015
TSLA US 01/17/15 C270 Equity,8/25/2014,22,21.95,22.15,38.50748,0,262.91,0.2944665,270,Call,1/17/2015
TSLA US 01/17/15 C275 Equity,8/25/2014,20.1,19.9,20.1,38.40278,0,262.91,0.2944665,275,Call,1/17/2015
TSLA US 01/17/15 C280 Equity,8/25/2014,17.65,18.05,18.2,38.2893,0,262.91,0.2944665,280,Call,1/17/2015
TSLA US 01/17/15 C285 Equity,8/25/2014,15.95,16.25,16.5,38.21592,0,262.91,0.2944665,285,Call,1/17/2015
TSLA US 01/17/15 C290 Equity,8/25/2014,14.4,14.7,14.9,38.16851,0,262.91,0.2944665,290,Call,1/17/2015
TSLA US 01/17/15 C295 Equity,8/25/2014,12.95,13.2,13.4,38.01516,0,262.91,0.2944665,295,Call,1/17/2015
TSLA US 01/17/15 C300 Equity,8/25/2014,11.75,11.85,12.1,37.98066,0,262.91,0.2944665,300,Call,1/17/2015
TSLA US 01/17/15 C305 Equity,8/25/2014,10.9,10.65,10.85,37.85472,0,262.91,0.2944665,305,Call,1/17/2015
TSLA US 01/17/15 C310 Equity,8/25/2014,9.6,9.55,9.75,37.83683,0,262.91,0.2944665,310,Call,1/17/2015
TSLA US 01/17/15 C315 Equity,8/25/2014,8.35,8.55,8.7,37.75389,0,262.91,0.2944665,315,Call,1/17/2015
TSLA US 01/17/15 C320 Equity,8/25/2014,7.65,7.6,7.8,37.6889,0,262.91,0.2944665,320,Call,1/17/2015
TSLA US 01/17/15 C325 Equity,8/25/2014,5.85,6.4,7,37.29097,0,262.91,0.2944665,325,Call,1/17/2015
TSLA US 01/17/15 C330 Equity,8/25/2014,8.35,5.7,6.25,37.28298,0,262.91,0.2944665,330,Call,1/17/2015
TSLA US 01/17/15 C335 Equity,8/25/2014,5.36,5.1,5.55,37.28357,0,262.91,0.2944665,335,Call,1/17/2015
TSLA US 01/17/15 C340 Equity,8/25/2014,3.94,4.55,4.95,37.30901,0,262.91,0.2944665,340,Call,1/17/2015
TSLA US 01/17/15 C345 Equity,8/25/2014,4.2,4.1,4.4,37.37878,0,262.91,0.2944665,345,Call,1/17/2015
TSLA US 01/17/15 C350 Equity,8/25/2014,3.85,3.55,3.95,37.30585,0,262.91,0.2944665,350,Call,1/17/2015
TSLA US 01/17/15 C355 Equity,8/25/2014,2.9,3.25,3.5,37.45031,0,262.91,0.2944665,355,Call,1/17/2015
TSLA US 01/17/15 C360 Equity,8/25/2014,2.4,2.81,3.1,37.32656,0,262.91,0.2944665,360,Call,1/17/2015
TSLA US 01/17/15 C365 Equity,8/25/2014,3.7,2.5,2.77,37.39047,0,262.91,0.2944665,365,Call,1/17/2015
TSLA US 01/17/15 C370 Equity,8/25/2014,2,2.22,2.49,37.47707,0,262.91,0.2944665,370,Call,1/17/2015
TSLA US 01/17/15 C375 Equity,8/25/2014,2.45,1.94,2.23,37.48462,0,262.91,0.2944665,375,Call,1/17/2015
TSLA US 01/17/15 C380 Equity,8/25/2014,1.85,1.73,1.9,37.36271,0,262.91,0.2944665,380,Call,1/17/2015
TSLA US 01/17/15 C385 Equity,8/25/2014,2.15,1.46,1.8,37.49691,0,262.91,0.2944665,385,Call,1/17/2015
TSLA US 01/17/15 C390 Equity,8/25/2014,2.36,1.27,1.62,37.53059,0,262.91,0.2944665,390,Call,1/17/2015
TSLA US 01/17/15 C395 Equity,8/25/2014,1.7,1.25,1.45,37.94665,0,262.91,0.2944665,395,Call,1/17/2015
TSLA US 01/17/15 C400 Equity,8/25/2014,1.09,0.96,1.34,37.69271,0,262.91,0.2944665,400,Call,1/17/2015
TSLA US 01/17/15 C405 Equity,8/25/2014,1.5,0.86,1.19,37.76619,0,262.91,0.2944665,405,Call,1/17/2015
TSLA US 01/17/15 C410 Equity,8/25/2014,1.4,0.75,1.03,37.66971,0,262.91,0.2944665,410,Call,1/17/2015
TSLA US 01/17/15 C415 Equity,8/25/2014,0.8,0.66,1,38.02936,0,262.91,0.2944665,415,Call,1/17/2015
TSLA US 01/17/15 C420 Equity,8/25/2014,0.97,0.58,0.84,37.84439,0,262.91,0.2944665,420,Call,1/17/2015
TSLA US 01/17/15 C425 Equity,8/25/2014,#N/A N/A,0.51,0.85,38.34842,0,262.91,0.2944665,425,Call,1/17/2015
TSLA US 01/17/15 C430 Equity,8/25/2014,#N/A N/A,0.45,0.79,38.53776,0,262.91,0.2944665,430,Call,1/17/2015
TSLA US 01/17/15 C435 Equity,8/25/2014,0.83,0.39,0.64,38.19015,0,262.91,0.2944665,435,Call,1/17/2015
TSLA US 01/17/15 C440 Equity,8/25/2014,#N/A N/A,0.34,0.69,38.89711,0,262.91,0.2944665,440,Call,1/17/2015
TSLA US 01/17/15 C445 Equity,8/25/2014,#N/A N/A,0.3,0.65,39.13332,0,262.91,0.2944665,445,Call,1/17/2015
TSLA US 01/17/15 C450 Equity,8/25/2014,0.33,0.26,0.51,38.65953,0,262.91,0.2944665,450,Call,1/17/2015
TSLA US 01/17/15 C455 Equity,8/25/2014,0.53,0.22,0.48,38.8155,0,262.91,0.2944665,455,Call,1/17/2015
TSLA US 01/17/15 C460 Equity,8/25/2014,#N/A N/A,0.19,0.44,38.91304,0,262.91,0.2944665,460,Call,1/17/2015
TSLA US 01/17/15 C465 Equity,8/25/2014,#N/A N/A,0.17,0.42,39.20254,0,262.91,0.2944665,465,Call,1/17/2015
TSLA US 01/17/15 C470 Equity,8/25/2014,0.54,0.14,0.39,39.2787,0,262.91,0.2944665,470,Call,1/17/2015
TSLA US 01/17/15 C475 Equity,8/25/2014,0.22,0.01,0.37,38.30672,0,262.91,0.2944665,475,Call,1/17/2015
TSLA US 01/17/15 C480 Equity,8/25/2014,#N/A N/A,0.11,0.35,39.77358,0,262.91,0.2944665,480,Call,1/17/2015
TSLA US 01/17/15 C485 Equity,8/25/2014,0.38,0.1,0.34,40.13116,0,262.91,0.2944665,485,Call,1/17/2015
TSLA US 01/17/15 C490 Equity,8/25/2014,0.19,0.01,0.32,39.35828,0,262.91,0.2944665,490,Call,1/17/2015
TSLA US 01/17/15 C495 Equity,8/25/2014,#N/A N/A,0.01,0.41,41.03208,0,262.91,0.2944665,495,Call,1/17/2015
TSLA US 01/17/15 C500 Equity,8/25/2014,0.35,0.08,0.29,40.97483,0,262.91,0.2944665,500,Call,1/17/2015
TSLA US 01/17/15 C505 Equity,8/25/2014,0.26,0.03,0.19,39.20839,0,262.91,0.2944665,505,Call,1/17/2015
TSLA US 01/17/15 C510 Equity,8/25/2014,0.13,0.08,0.15,39.90194,0,262.91,0.2944665,510,Call,1/17/2015
TSLA US 01/17/15 C515 Equity,8/25/2014,0.12,0.05,0.15,39.8254,0,262.91,0.2944665,515,Call,1/17/2015
TSLA US 01/17/15 P10 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.02,174.3156,0,262.91,0.2944665,10,Put,1/17/2015
TSLA US 01/17/15 P12.5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.02,161.5661,0,262.91,0.2944665,12.5,Put,1/17/2015
TSLA US 01/17/15 P15 Equity,8/25/2014,0.01,#N/A N/A,0.02,151.3167,0,262.91,0.2944665,15,Put,1/17/2015
TSLA US 01/17/15 P18 Equity,8/25/2014,0.01,0.01,0.02,137.7789,0,262.91,0.2944665,18,Put,1/17/2015
TSLA US 01/17/15 P20 Equity,8/25/2014,0.03,#N/A N/A,0.02,135.4278,0,262.91,0.2944665,20,Put,1/17/2015
TSLA US 01/17/15 P23 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.02,127.823,0,262.91,0.2944665,23,Put,1/17/2015
TSLA US 01/17/15 P25 Equity,8/25/2014,0.02,#N/A N/A,0.02,123.3108,0,262.91,0.2944665,25,Put,1/17/2015
TSLA US 01/17/15 P28 Equity,8/25/2014,0.02,#N/A N/A,0.02,117.231,0,262.91,0.2944665,28,Put,1/17/2015
TSLA US 01/17/15 P30 Equity,8/25/2014,0.02,0.02,0.03,115.7774,0,262.91,0.2944665,30,Put,1/17/2015
TSLA US 01/17/15 P32 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.03,114.1205,0,262.91,0.2944665,32,Put,1/17/2015
TSLA US 01/17/15 P35 Equity,8/25/2014,0.01,#N/A N/A,0.13,126.7185,0,262.91,0.2944665,35,Put,1/17/2015
TSLA US 01/17/15 P37 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,123.1746,0,262.91,0.2944665,37,Put,1/17/2015
TSLA US 01/17/15 P40 Equity,8/25/2014,0.01,#N/A N/A,0.06,108.8589,0,262.91,0.2944665,40,Put,1/17/2015
TSLA US 01/17/15 P42 Equity,8/25/2014,0.13,#N/A N/A,0.13,115.1461,0,262.91,0.2944665,42,Put,1/17/2015
TSLA US 01/17/15 P45 Equity,8/25/2014,0.05,#N/A N/A,0.08,105.0893,0,262.91,0.2944665,45,Put,1/17/2015
TSLA US 01/17/15 P47 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,108.0765,0,262.91,0.2944665,47,Put,1/17/2015
TSLA US 01/17/15 P50 Equity,8/25/2014,0.08,#N/A N/A,0.08,98.84126,0,262.91,0.2944665,50,Put,1/17/2015
TSLA US 01/17/15 P52.5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,101.1823,0,262.91,0.2944665,52.5,Put,1/17/2015
TSLA US 01/17/15 P55 Equity,8/25/2014,0.09,0.01,0.09,88.90645,0,262.91,0.2944665,55,Put,1/17/2015
TSLA US 01/17/15 P57.5 Equity,8/25/2014,0.14,#N/A N/A,0.13,95.54518,0,262.91,0.2944665,57.5,Put,1/17/2015
TSLA US 01/17/15 P60 Equity,8/25/2014,0.1,#N/A N/A,0.09,89.23196,0,262.91,0.2944665,60,Put,1/17/2015
TSLA US 01/17/15 P62.5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,90.40918,0,262.91,0.2944665,62.5,Put,1/17/2015
TSLA US 01/17/15 P65 Equity,8/25/2014,0.16,#N/A N/A,0.13,87.99739,0,262.91,0.2944665,65,Put,1/17/2015
TSLA US 01/17/15 P67.5 Equity,8/25/2014,0.15,#N/A N/A,0.13,85.68376,0,262.91,0.2944665,67.5,Put,1/17/2015
TSLA US 01/17/15 P70 Equity,8/25/2014,0.07,0.05,0.13,80.1318,0,262.91,0.2944665,70,Put,1/17/2015
TSLA US 01/17/15 P72.5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.14,82.01181,0,262.91,0.2944665,72.5,Put,1/17/2015
TSLA US 01/17/15 P75 Equity,8/25/2014,0.12,#N/A N/A,0.13,79.24804,0,262.91,0.2944665,75,Put,1/17/2015
TSLA US 01/17/15 P77.5 Equity,8/25/2014,0.15,#N/A N/A,0.14,77.91059,0,262.91,0.2944665,77.5,Put,1/17/2015
TSLA US 01/17/15 P80 Equity,8/25/2014,0.18,0.05,0.14,72.73083,0,262.91,0.2944665,80,Put,1/17/2015
TSLA US 01/17/15 P82.5 Equity,8/25/2014,0.2,#N/A N/A,0.14,74.0773,0,262.91,0.2944665,82.5,Put,1/17/2015
TSLA US 01/17/15 P85 Equity,8/25/2014,0.15,0.1,0.15,71.31494,0,262.91,0.2944665,85,Put,1/17/2015
TSLA US 01/17/15 P87.5 Equity,8/25/2014,0.22,#N/A N/A,0.17,72.1237,0,262.91,0.2944665,87.5,Put,1/17/2015
TSLA US 01/17/15 P90 Equity,8/25/2014,0.18,#N/A N/A,0.19,71.32634,0,262.91,0.2944665,90,Put,1/17/2015
TSLA US 01/17/15 P92.5 Equity,8/25/2014,0.26,0.1,0.23,68.40856,0,262.91,0.2944665,92.5,Put,1/17/2015
TSLA US 01/17/15 P95 Equity,8/25/2014,0.2,0.04,0.23,65.18101,0,262.91,0.2944665,95,Put,1/17/2015
TSLA US 01/17/15 P97.5 Equity,8/25/2014,0.35,0.07,0.23,64.39995,0,262.91,0.2944665,97.5,Put,1/17/2015
TSLA US 01/17/15 P100 Equity,8/25/2014,0.2,0.18,0.21,64.8885,0,262.91,0.2944665,100,Put,1/17/2015
TSLA US 01/17/15 P105 Equity,8/25/2014,0.02,0.14,0.24,61.60644,0,262.91,0.2944665,105,Put,1/17/2015
TSLA US 01/17/15 P110 Equity,8/25/2014,0.3,0.25,0.41,63.11542,0,262.91,0.2944665,110,Put,1/17/2015
TSLA US 01/17/15 P115 Equity,8/25/2014,0.3,0.21,0.46,60.25573,0,262.91,0.2944665,115,Put,1/17/2015
TSLA US 01/17/15 P120 Equity,8/25/2014,0.35,0.25,0.5,58.3228,0,262.91,0.2944665,120,Put,1/17/2015
TSLA US 01/17/15 P125 Equity,8/25/2014,0.38,0.15,0.55,54.98519,0,262.91,0.2944665,125,Put,1/17/2015
TSLA US 01/17/15 P130 Equity,8/25/2014,0.57,0.36,0.6,54.85064,0,262.91,0.2944665,130,Put,1/17/2015
TSLA US 01/17/15 P135 Equity,8/25/2014,0.57,0.5,0.67,53.84653,0,262.91,0.2944665,135,Put,1/17/2015
TSLA US 01/17/15 P140 Equity,8/25/2014,0.65,0.41,0.75,51.13473,0,262.91,0.2944665,140,Put,1/17/2015
TSLA US 01/17/15 P145 Equity,8/25/2014,0.74,0.67,0.86,50.91439,0,262.91,0.2944665,145,Put,1/17/2015
TSLA US 01/17/15 P150 Equity,8/25/2014,0.92,0.82,1.04,50.07911,0,262.91,0.2944665,150,Put,1/17/2015
TSLA US 01/17/15 P155 Equity,8/25/2014,1,1,1.06,48.44443,0,262.91,0.2944665,155,Put,1/17/2015
TSLA US 01/17/15 P160 Equity,8/25/2014,1.25,1.16,1.3,47.5539,0,262.91,0.2944665,160,Put,1/17/2015
TSLA US 01/17/15 P165 Equity,8/25/2014,1.43,1.37,1.45,46.35293,0,262.91,0.2944665,165,Put,1/17/2015
TSLA US 01/17/15 P170 Equity,8/25/2014,1.77,1.65,1.74,45.65804,0,262.91,0.2944665,170,Put,1/17/2015
TSLA US 01/17/15 P175 Equity,8/25/2014,2.15,1.98,2.31,45.53586,0,262.91,0.2944665,175,Put,1/17/2015
TSLA US 01/17/15 P180 Equity,8/25/2014,2.57,2.5,2.56,44.78861,0,262.91,0.2944665,180,Put,1/17/2015
TSLA US 01/17/15 P185 Equity,8/25/2014,2.99,2.8,3.15,44.07198,0,262.91,0.2944665,185,Put,1/17/2015
TSLA US 01/17/15 P190 Equity,8/25/2014,3.5,3.35,3.55,43.24602,0,262.91,0.2944665,190,Put,1/17/2015
TSLA US 01/17/15 P195 Equity,8/25/2014,4.15,3.95,4.2,42.7217,0,262.91,0.2944665,195,Put,1/17/2015
TSLA US 01/17/15 P200 Equity,8/25/2014,4.81,4.65,4.9,42.17337,0,262.91,0.2944665,200,Put,1/17/2015
TSLA US 01/17/15 P205 Equity,8/25/2014,5.85,5.5,5.8,41.86746,0,262.91,0.2944665,205,Put,1/17/2015
TSLA US 01/17/15 P210 Equity,8/25/2014,6.6,6.5,6.65,41.39579,0,262.91,0.2944665,210,Put,1/17/2015
TSLA US 01/17/15 P215 Equity,8/25/2014,7.88,7.55,7.75,41.02883,0,262.91,0.2944665,215,Put,1/17/2015
TSLA US 01/17/15 P220 Equity,8/25/2014,8.95,8.75,8.95,40.64097,0,262.91,0.2944665,220,Put,1/17/2015
TSLA US 01/17/15 P225 Equity,8/25/2014,10.2,10.1,10.3,40.35015,0,262.91,0.2944665,225,Put,1/17/2015
TSLA US 01/17/15 P230 Equity,8/25/2014,11.7,11.6,11.8,40.06416,0,262.91,0.2944665,230,Put,1/17/2015
TSLA US 01/17/15 P235 Equity,8/25/2014,13.55,13.25,13.45,39.73145,0,262.91,0.2944665,235,Put,1/17/2015
TSLA US 01/17/15 P240 Equity,8/25/2014,15.46,15.05,15.25,39.53661,0,262.91,0.2944665,240,Put,1/17/2015
